"","pair1","Kern County","Riverside","San Diego","Temecula","Tulare"
"1","Riverside",0.930291407739819,NA,NA,NA,NA
"2","San Diego",0.000135570518727146,0.00491308056355022,NA,NA,NA
"3","Temecula",0.105604648254355,0.858555359104156,0.025822598675619,NA,NA
"4","Tulare",0.963172927458291,0.999971822304079,0.00214694675965854,0.699874824941316,NA
"5","Ventura",2.64129432769877e-06,0.00105246503729717,0.999449620799501,0.00689616922441483,0.000272047012221721
