"","pair1","Kern County","Riverside","San Diego","Temecula","Tulare"
"1","Riverside",0.924110900036817,NA,NA,NA,NA
"2","San Diego",0.566528946366859,0.285920327480691,NA,NA,NA
"3","Temecula",0.314860082021758,0.124940382839588,0.998163855707032,NA,NA
"4","Tulare",0.981531594345785,0.69644343897035,0.856180946093245,0.852901253024757,NA
"5","Ventura",0.966649108532055,0.686494883141809,0.936572089543183,0.968928514513106,0.999957477831527
